5.519860385419959493e+04,1.001627547914189994e+08
6.039720770839917532e+04,1.001374997753749937e+08
5.215761554338835413e+04,1.001926484756618887e+08
5.352502721934301371e+04,1.001502927231413126e+08
6.559581156259877025e+04,1.002169858330904543e+08
5.735621939758794906e+04,1.001220776571104527e+08
5.100148544468391628e+04,1.001762501974559128e+08
5.155729523583683476e+04,1.001440341779428720e+08
5.872363107354260865e+04,1.002031676216577590e+08
7.079441541679835063e+04,1.001109095034917593e+08
5.431523108677670825e+04,1.001692830882879347e+08
5.281020087081057864e+04,1.001303806281419396e+08
6.255482325178753672e+04,1.001839085868935138e+08
5.620008929888351122e+04,1.001564782542529553e+08
5.048403890853178018e+04,1.002388354586026073e+08
5.073830054609939543e+04,1.001595953609453142e+08
5.675589909003642242e+04,1.002592849598249197e+08
6.392223492774219631e+04,1.001340401364342570e+08
5.315910098807227769e+04,1.001881101624286920e+08
5.474391919057632913e+04,1.001170664821228236e+08
7.599301927099794557e+04,1.001726981457641572e+08
5.951383494097630319e+04,1.001471838086539507e+08
5.185145058448644704e+04,1.002095038808072507e+08
5.127424277596548200e+04,1.001264373816264272e+08
5.800880472501017357e+04,1.001799730715769380e+08
6.775342710598712438e+04,1.001533839405897260e+08
5.390972692724964872e+04,1.002262741789921820e+08
5.247681265152932610e+04,1.001408170711663961e+08
6.139869315308309888e+04,1.001976208233929574e+08
5.568264276273137511e+04,1.001021622007991821e+08
5.023811523735935043e+04,1.001659767675760984e+08
5.036006914389770100e+04,1.001391733067879975e+08
5.593690440029898309e+04,1.001950728964957893e+08
6.195450294423601008e+04,1.000949904202937186e+08
5.264165445192014158e+04,1.001643566468236893e+08
5.410973878036585666e+04,1.001243208631118089e+08
6.912083878194178396e+04,1.001780878902652711e+08
5.835770484227186535e+04,1.001518392068204135e+08
5.141443377355662233e+04,1.002213420872427970e+08
5.200297088936783985e+04,1.001141822020947337e+08
5.994252304477591679e+04,1.001709753667601049e+08
8.119162312519754050e+04,1.001456156461443007e+08
5.496781641419894004e+04,1.002062192988538742e+08
5.333983262491523055e+04,1.001580327440491766e+08
6.471243879517589085e+04,1.002474552238021642e+08
